job_title,company_name,time_posted,num_applicants,job_description
Analista BI,Cadena S.A.,2 weeks ago,,"Somos una compañía con más de 40 años en el mercado, con el propósito de acompañar la transformación de quienes sueñan y trabajan por un mejor futuro y estamos buscando una persona responsable de la recopilación, el procesamiento, el modelado y el análisis de datos precisos, con habilidades para ver soluciones en conjuntos de datos en expansión y la mentalidad empresarial para convertir los conocimientos en oportunidades estratégicas para nuestra empresa. Trabajará en estrecha colaboración con el líder del área y los líderes de producto, ventas, marketing y riesgos para respaldar e implementar decisiones de alta calidad basadas en datos.
Funciones
Recopilar, depurar y preparar los datos de diferentes fuentes existentes en la organización.
Identificar oportunidades, tendencias y patrones en los datos a través de diferentes técnicas de análisis.
Comunicar los resultados de los análisis a través de diferentes medios como informes, tableros de control o visualizaciones de datos.
Investigar permanentemente las tendencias y mejores prácticas para aplicarlas en la organización.
Trabajar de la mano con los diferentes líderes de negocio para entender sus necesidades y entregarles información que les ayude a tomar mejores decisiones.
Es Importante Que Tengas Habilidades y Conocimientos En
Principios de minería de datos: análisis predictivo, mapeo, recopilación de datos de múltiples sistemas de datos en las instalaciones y fuentes de datos basadas en la nube.
Fuertes habilidades de SQL, Mongo y Redshift, capacidad para realizar consultas efectivas que involucran múltiples tablas/colecciones y subconsultas.
Comprensión y experiencia en el uso de conceptos analíticos y técnicas estadísticas: desarrollo de hipótesis, diseño de pruebas/experimentos, análisis de datos, extracción de conclusiones y desarrollo de recomendaciones prácticas para las unidades de negocio.
Experiencia escribiendo instrucciones y modelos.
Experiencia en el uso de herramientas de BI como Tableau, Power BI, Sagemaker y Quicksigth.
Experiencia trabajando y creando bases de datos y paneles utilizando todos los datos relevantes para informar las decisiones.
Experiencia en el uso de técnicas de análisis para contribuir a los esfuerzos de crecimiento de la empresa, aumentar los ingresos y otros resultados comerciales clave.
AWS services.
Big data.
Python, java u otros lenguajes de programación.
Educación
Profesional o especialista en informática, sistemas, estadística, analítica, economía o afines.
Experiencia
2 o más años en puestos relacionados con analítica predictiva, manipulación y obtención de información a partir de datos.
Si haces parte del equipo Cadena podrás disfrutar de:
Horario flexible de lunes a viernes
Contrato directo con la empresa
Días adicionales a las vacaciones legales
Fondo de empleados
¡Anímate a ser parte de nuestro equipo y postúlate!"
Analista BI - Sede Administrativa Calle 26,Colsubsidio,2 weeks ago,,"Si quieres ser parte de una de las compañías más innovadoras y quieres transformar positivamente la vida de las personas. ¡Esta Oportunidad es para Ti! Estamos en búsqueda de ANALISTA BI.
¡Tu reto!
Nos encontramos en la búsqueda de Analista BI, su misión sera asegurar la generación metodológica de reportes e informes y la actualización sistemática de los tableros deindicadores, identificando insights de negocio para la toma de decisiones..
Lo que buscamos de ti
2 años de experiencia en la administración y seguimiento de indicadores de gestión, desarrollo de informes, tableros y reportes con manejo de bases de datos, lenguajes de programación y herramientas de visualización de datos., preferiblemente en empresas con más de 1.000 empleados.
Con conocimiento en excel, SQL y relacionar bases de datos
Conocimiento especifico en finanzas y/o economía
Formación: Profesional en Ciencias Básicas o Ciencias de la Administración o en Ciencias de la Ingeniería
Nuestros Beneficios
 Prima extra legal.
 Auxilios educativos pata ti y para tus hijos.
 Prima de antigüedad.
 Préstamo de vivienda.
 Beneficios en salud.
 Auxilios pacto colectivo.
¿Cuáles serían tus condiciones?
Salario $ 4,637.300 + Beneficios.
Horario 47 horas semanales según programación
¿Qué esperas para tomar este nuevo reto?, juntos generáremos oportunidades para el cierre de brechas sociales!"
Analista de Datos y Procesos,Maaji,1 week ago,,"En Maaji Buscamos en Analista de Datos y procesos,tu misión será utilizar tus habilidades analíticas para transformar e interpretar datos (tanto cuantitativos como cualitativos) con el fin de respaldar la toma de decisiones estratégicas del área. Además, serás responsable de identificar oportunidades de optimización y transformación de los procesos operativos, contribuyendo así al crecimiento y la eficiencia del área.
Buscamos un profesional con título en Ingeniería Administrativa, Negocios Internacionales, Administración de Negocios, Mercadeo o carreras afines, y con al menos 1-2 años de experiencia.apasionado por los datos, con capacidad para analizar y presentar información relevante para la toma de decisiones empresariales.
Se requiere un nivel intermedio de inglés y experiencia superior a 1 año en Power BI.
Como analista de datos y procesos, algunas de tus responsabilidades incluirán gestionar, crear, actualizar y revisar clientes, acuerdos comerciales, precios y descuentos en diversas plataformas. También te encargarás de la gestión de facturas de clientes en distintos portales, así como del cargue de facturas a plataformas comerciales para optimizar el proceso. Además, realizarás análisis de datos y necesidades de los usuarios, evaluarás procesos basados en el análisis de datos y desarrollarás la reportería comercial y del área. Asimismo, ayudarás al área a determinar cómo cambiar su trabajo para apoyar la estrategia futura de la compañía, facilitarás la negociación de requisitos entre el área y múltiples interesados, presentarás informes a las partes interesadas y interpretarás los datos recolectados.
Animate a ser parte de nuestro equipo!"
Analista de datos,Messina Market & Catering,2 months ago,114 applicants,"Cooperativa de ahorro y crédito requiere para su equipo de trabajo Profesional en ingeniería financiera economía o estadística, con experiencia de 2 años en analítica de datos, estadística, análisis de riesgo, Manejo de Excel Avanzado, manejo de herramientas de visualización de datos (Power BI o Data Studio) y SQL, en empresas del sector financiero.
HORARIO: Lunes a Sábado de 8:00am a 5:00pm
SALARIO: $3.500.000 a $4.000.000 según experiencia + Prestaciones de ley.
Tipo de contrato: Obra o labor 1 año con posibilidad de renovarse directo por la empresa
Pagos Mensuales.
Lugar de trabajo: Polo por la calle 80."
Analista de Datos,Michael Page,5 months ago,,"Analista de negocios junior 1 a 2 años de experiencia|Fuertes conocimientos en Power BI
About Our Client
Es una de las aerolíneas más grandes no solo de Colombia sino que tiene una de las redes de rutas más amplias de Latinoamérica
.
Job Description
Analitica de datos
The Successful Applicant
Que cuente con conocimientos en Power BI y consiga analizar la data de manera proactiva
What's On Offer
Trabajar con una de las aerolíneas más grandes del país, donde se puede obtener crecimiento a nivel profesional.
Contact: Camila Garcia
Quote job ref: JN-122023-6286872"
Analista de Datos,Magneto Empleos,2 months ago,,"Compañía líder en soluciones energéticas se encuentra búsqueda de profesional en ingeniería industrial, petróleo o afines. Con especialización en Ingeniería o afines. 
Experiencia
3 años de experiencia en manejo de datos de medición. 
Funciones: Gestionar las anomalías, gestionar balances, critica y soporte a los datos que reciben del nivel entrante. 
Presenta informes a la coordinación. 
Hace envió facturación a SAP . clientes no regulados 
Gestiona anomalías de la citygates. 
Conocimientos Específicos
Conocimientos en balance volumétricos 
Conocimientos en Solución de PQRS
Manejo de herramientas como: Power Bi, Tablaeu 
Excel avanzado"
Ingeniero de datos Power BI,NTT DATA Europe & Latam,1 hour ago,60 applicants,"NTT Data Company, somos todas las personas que la formamos. Un equipo de más de 139.000 profesionales, tan diverso cómo diversos son los 50 países en los que estamos presentes y los diferentes sectores en los que desarrollamos nuestra actividad; telecomunicaciones, entidades financieras, industria, utilities, energía, administración pública y sanidad.
¿Nuestra misión? Ofrecer soluciones tecnológicas, de negocio, estrategia, desarrollo y mantenimiento de aplicaciones, siendo un referente en consultoría. Todo gracias a la colaboración entre equipos, la calidad humana de nuestra gente y a que no nos conformamos con lo establecido, buscamos siempre la innovación que nos acerca al futuro.
Nos encontramos en búsqueda de un Ingeniero de Sistemas, o afines con minimo 2 años de experiencia en desarrollo en Power BI y bases de datos, Query's, vistas, deseable conocimientos en Denodo y construcción de ETL's. Conocimiento en Devops y motodologías Agiles.
¿Por qué unirte a nosotros?
👨‍🎓 Cursos y certificaciones
📈 Plan carrera y crecimiento profesional
🙋Ambiente enfocado en autonomía y trabajo colaborativo
🔐Seguro de vida
✨ Medicina Prepagada
💻 Auxilio de Conectividad
🤝Convenios corporativos
🗽Curso de inglés
⏰Flex time
🌈Somos una compañía diversa e inclusiva
Si estás buscando dar un giro a tu carrera profesional, NTT DATA es el sitio ideal. Combinamos talento, ilusión y personas.
¡Ven y únete a Ntt Data, el mejor lugar para los mejores!
Visita nuestra página web: www.nttdata.com
“Ntt Data mantiene un política de contratación inclusiva, por lo que invita a cualquier persona a participar en el proceso de selección en referencia”"
Data Analyst - Colombia,Placer.ai,2 weeks ago,,"About Placer.ai
Placer.ai is a fast-growing big data startup led by seasoned executives and repeat entrepreneurs who are building the world's first ""Google Analytics for the physical world."" Placer.ai’s platform provides instant visibility into any property in the U.S., presenting accurate details about visitation patterns and demographic breakdowns of visitors. Placer.ai’s customers can see where visitors have been before, where they go afterwards, where they typically go for sports, entertainment, groceries, etc., and what their interests are. Placer.ai's A.I.-based SaaS platform replaces archaic solutions such as manual surveys, installed cameras and other people-counting systems, creating a blue ocean market of more than $100B.
Placer.ai has grown 2x year-over-year for the past 2 years, counting more than 4,000+ paying customers across a range of industries, including 2 of the world’s top-10 retailers, 2 of the top-10 CPG firms worldwide, a world’s top hospitality firm, 2 of the world’s top-10 commercial real estate (CRE) firms and 2 of the world’s top multinational asset managers and hedge funds. Placer.ai has just raised $100M for Unicorn ($1B+) valuation in Series C funding.
Summary
The Delivery Analyst will be a contractor role responsible for creating and delivering reports based on customers’ needs and requirements. Each report will be reviewed, processed and delivered to customers, while QAing its data and making sure each and every aspect is the most accurate as possible and compatible with Placer’s high standards
Responsibilities
Deliver customer data projects, organize them and meet deadlines
Verify accuracy and sort information to prepare source data for further analysis
Work with geographical data using GIS systems to ensure Placer's geo-data accuracy
Review large sets of data for discrepancies/deficiencies, correct any incompatibilities and check output
Interact with various teams, including Product, Data Entry, Sales, R&D and more!
Requirements
Fluent in English
Passionate about Data!
Analytical skills with the ability to collect, organize and analyze a significant amount of information with high attention to detail and accuracy
Attention to detail and ability to problem-solve complex issues with minimal supervision
Experience with Google Apps (Docs/Sheets/Slides etc.) or MS Office
Highly dedicated and motivated
WHY JOIN PLACER.AI?
Join a rocketship! We are pioneers of a new market that we are creating
Take a central and critical role at Placer.ai
Work with, and learn from, top-notch talent
Competitive salary
Noteworthy Links To Learn More About Placer
ai in a nutshell
ai's recent $100M round C funding (unicorn valuation!)
ai's data
ai in the news
COVID-19 Economic Recovery Dashboard
Placer.ai is an equal opportunity employer. Placer.ai’s applicants are considered solely based on their qualifications, without regard to an applicant’s disability or need for accommodation. Any Placer.ai applicant who requires reasonable accommodations during the application process should contact Placer.ai’s Human Resources Department to make the need for an accommodation known."
Analista de datos o Datamarshall / Manejo de power BI y Excel avanzado,BRM S.A.S,3 weeks ago,,"Si te emociona la idea de transformar datos en historias que impulsan marcas, ¡esta es tu oportunidad! Buscamos un Analista de datos que se una a nuestro equipo dinámico y creativo.
Reconocida agencia digital busca incorporar a su equipo un Analista de datos / Datamarshall con las siguientes especificaciones:
Formación: Tecnico, tecnologo o profesional en ingeniería, estadística, marketing o carreras afines.
Experiencia: Mínimo 1 año en el cargo o similares.
Manejo de Power BI y Excel avanzado.
Salario: Básico de $ 2.500.000 + prestaciones de ley.
Horario: lunes a viernes / Horario de oficina.
Modalidad: Presencial.
Contrato: Indefinido.
Ciudad: Bogota o alrededores.
¡Esperamos contar con tu talento pronto!"
Data Analyst SQL (Reportes y Segmentación Automation),BlackSip,3 weeks ago,48 applicants,"¿Quiénes Somos? 🖤
En 
BlackSip 
somos consultores expertos en comercio electrónico con 10 años de experiencia construyendo y operando los e-Commerce de grandes empresas en Latinoamérica 🌎. Nos apasiona el construir relaciones a largo plazo con nuestros clientes, impulsando sus negocios hacia el éxito en el emocionante mundo del comercio en línea.
Nuestro propósito es claro: ¡Construir el futuro del comercio digital junto a ti! Somos impulsores del cambio, visionarios y llevamos tus ideas más allá de lo convencional para revolucionar el mundo digital.
Únete a nuestro equipazo como 
Data Marketing Automation
. 🤟🏻
¿Cuál será tu reto? ✍🏻
 Transforma datos de valor para nuestros clientes mediante reportes avanzados con SQL.
¿Cuáles serán algunos de tus desafíos
?: 💪🏻
 Generación de reportes a través de codificación de SQL.
 Soporte en la creación de segmentos dentro de Treasure Data y la conexión con ICOM Marketing.
 Asegurar que las audiencias segmentadas del CDP estén bien conectadas con las plataformas de Marketing Automation.
 Segmentar bases de datos según su estructura, composición y características demográficas, comportamentales y transaccionales de los clientes para buscar un mejor performance.
¿Qué necesitas para ser un Rockstar en esta posición? 😎🎸
 Profesional en carreras afines a ingeniería industrial, administración de empresas o carreras relacionadas a data.
 Experiencia de 2 años en adelante preferiblemente en empresas relacionadas con marketing digital, comercio electrónico y/o tecnología.
 Conocimiento y experiencia en la estructuración de queries complejos en SQL.
 Conocimientos en Icommkt, Treasure Data y SQL
¿Por qué deberías enviar tu solicitud? 🤩🚀
Porque en 
BlackSip 
nuestra cultura se basa en poder disfrutar lo que hacemos al tiempo que aprendemos y crecemos. Buscamos los mejores profesionales que disfruten resolver problemas, no evitarlos.
Beneficios
 Trabajo Hibrido en Bogotá 3x2 (3 días remoto - 2 días Oficina) si estas en otras ciudades diferentes se mantiene remoto.
 Días extralegales de vacaciones por antigüedad.
 Programa BlackSip Gold: nuestros mejores talentos reciben bono navideño, bono de educación, tiempo libre, entre otros.
 Días libres por cumpleaños, matrimonio, diligencias personales, graduación, entre otros.
 Una Tarde libre al Q (cada 3 meses)."
Analista de datos,Universidad EAFIT,1 day ago,131 applicants,"El centro de formación en nuevas tecnologías NODO de la Universidad EAFIT está en búsqueda de un/a analista de datos que realice la gestión y análisis de datos para proporcionar información valiosa a partir de patrones, alertas y tendencias que apoye la toma de decisiones estratégicas en Nodo. Además interpretación y presentación de resultados e informes a personas del negocio y/o no técnicas.
Requisitos
Formación: Profesional en Estadística, Matemáticas, Ciencias de la Computación, Ingeniería, Economía o afines. Deseable formación (puede ser no formal) en Ciencia de Datos, Análisis de Datos, Inteligencia artificial o áreas relacionadas.
Experiencia: De 2 a 3 años enfocadas desde lo financiero en cargos similares, en extracción, limpieza, análisis y visualización de datos y desarrollo de modelos predictivos. Experiencia en el uso de herramientas de análisis de datos como Python, R, SQL, y software de visualización de datos como Tableau o Power BI.
Contrato a término fijo hasta diciembre"
Analista de Datos - Manejo de Excel - Perfil Profesional,Inter Rapidísimo,3 months ago,,"En INTER RAPIDISIMO buscamos el mejor talento, para ser parte de nuestro equipo.
Requerimos personal con experiencia mínima de 2 años trabajando a través de la herramienta Excel
Condiciones laborales
Salario: $2.673.469 + Rodamiento $238.955,00
Contrato: Fijo
Pago: Quincenal
Nota: Se realiza prueba técnica de Excel
Si te interesa este reto y cumples con las condiciones del cargo, postula tu hoja de vida y estaremos en contacto contigo!!!"
Data Analyst (Fulfillment),Rappi,1 week ago,108 applicants,"¡Oye, es hora de que te unas a nosotros para mostrarle al mundo que somos la empresa que está cambiando paradigmas, donde revolucionamos las horas, los minutos y los segundos!
¿Quieres saber por qué Rappi?
⭐️ VEMOS OPORTUNIDADES 
donde otros ven problemas;
⭐️ VEMOS CERCANIA 
donde otros ven distancia;
⭐️ VEMOS ADRENALINA 
donde otros ven presión.
Únete a un equipo donde todos somos capaces de TODO, donde todos tenemos las mismas oportunidades, sin importar género, raza, orientación sexual, religión, nacionalidad, edad, discapacidad, formación o experiencia.
¿Te ha gustado lo que has leído hasta ahora?
 Descubre cómo entregarás magia junto con nosotros a través de tu misión Rappi 🧡
Revisa cómo impactarás nuestro ecosistema:
As a Global Data Analyst, you will work closely with both local and global operations teams to implement solutions that enhance the retention of our core fleet. Your role will involve identifying priorities, making data-driven decisions, and analyzing results to refine our initiatives. Your work will directly impact the lives of hundreds of thousands of people across Latin America by improving processes and helping shape our product vision and strategy.
Como parte de Rappi, serás responsable de:
Collaborate with product squads and operations teams globally and locally to enhance Rappitenderos retention. 
Build data-driven recommendations, find improvement opportunities, and build KPI trackers. 
Identify and prioritize critical initiatives, make data-based decisions, and gain organizational buy-in. 
Analyze key metrics to assess the impact of deployed initiatives and iterate based on learnings. 
Work with the product team to measure and communicate the efficiency of current and new business processes. 
Assist in shaping the roadmap, defining the product vision, strategy, and identifying key focus areas. 
Bien y ahora, ¿Cuáles son los requisitos para que yo sea parte de este universo de neón?
Preferred 2+ years experience as a product or business analyst, and/or experience working with operations teams, business intelligence, or strategy of digital business or startups
Advanced English level
Graduates in fields related to Business Administration, Industrial Engineering, Economics, Statistics, or related fields
Advanced knowledge of Excel, SQL, and Power BI (or similar tools). 
Experience with Python (intermediate)
Solid knowledge of statistics and statistical modeling
Data-driven mindset, hands-on attitude, and proven background as a problem-solver, breaking down complex issues
Demonstrated experience interpreting and presenting data to various audiences; ability to translate quantitative findings into action plans
Passionate about products and comfortable conducting analysis and trials
Ability to take initiative in a constantly changing work environment
Very strong communication and organization skills
Experience in the tech industry is desirable
Proven experience in project execution from inception to completion
Ability to handle unexpected situations, prioritize effectively, and think outside the box
Tipo Empleador:
Regular
Empleador:
Rappi Technology Colombia
Para más información consulta nuestra pagina web https://about.rappi.com/es y revisa nuestras reseñas en Glassdoor https://acortar.link/Eqm07Q
¡Te esperamos con mucha ansiedad y brillo en los ojos para entregar magia juntos!
 
#Rappi 
🧡"
Analista de Datos/Profesional Graduado,Messina Market & Catering,4 days ago,59 applicants,"Importante empresa del sector esta en búsqueda de un profesional en informática o afines con experiencia de Mínimo de 1 a 3 años en cargos enfocados en normalización de datos, tratamiento de información en Excel, validación de información.Salario: $3.200.000 + prestaciones de ley
Lunes a Viernes
Horario: 08:00 - 17:15"
Analista Regional Analítica de Datos,RSG - Regional Services Group,4 weeks ago,,"En nuestra empresa estamos en la búsqueda de un Analista Analítica de Datos para unirse a nuestro equipo en Bogotá, Colombia. En el área de Innovación y Tecnología, serás responsable de analizar grandes conjuntos de datos para extraer información valiosa que contribuya a la toma de decisiones estratégicas de la empresa.
El candidato ideal debe tener experiencia en el análisis de datos, capacidad para identificar tendencias, patrones y problemas, así como proponer soluciones creativas. Deberá tener habilidades avanzadas en herramientas de análisis de datos y ser capaz de comunicar de manera efectiva los resultados obtenidos.
Si eres una persona analítica, proactiva, con habilidades para trabajar en equipo y buscas un desafío donde puedas aportar valor a través del análisis de datos, ¡te estamos buscando!
Requisitos
Profesional en carreras afines como Ingeniería de Sistemas, ingeniería industrial.
Manejo de Herramientas de ETL, Visualizadores BI, Bases de Datos
Manejo de metodologías ágiles
Manejo de equipos de desarrollo de soluciones BI
Experiencia en soluciones de analítica y big data
Conocimientos básicos en Ciencia de Datos
Beneficios
Oportunidad de trabajar en un entorno dinámico y colaborativo.
Posibilidad de desarrollo profesional en una empresa en crecimiento.
Beneficios corporativos como Gimnasio, ruta, casino, entre otros.
RSG es un centro de servicios compartidos que hace parte del grupo Regency Retail Holding, el cual cuenta con más de 20 compañías con presencia en más de 15 mercados en países de Suramérica y Centroamérica. Entre ellas, Trade Alliance Corporation y SLA Corp, compañías que son grandes referentes del ámbito deportivo y de moda.
RSG nace para brindar soporte a las compañías del grupo con servicios transversales apoyados de grandes talentos que conforman nuestra compañía, buscando cuidar la rentabilidad, mejorar procesos y garantizar el crecimiento de Regency Retail Holding con servicios de Gestión del Servicio, Talento Humano, Finanzas y Contabilidad, Tesorería, Compras, Jurídica, Tecnología, Auditoría y Control Interno."
Data Analyst,myGwork - LGBTQ+ Business Community,2 weeks ago,110 applicants,"This inclusive employer is a member of myGwork – the largest global platform for the LGBTQ+ business community. 
 
Accenture es una compañía global líder en servicios profesionales con una amplia gama de soluciones en estrategia y consultoría, tecnología, operaciones y capacidades digitales, brindando un servicio integral a nuestros clientes para que alcancen su máximo rendimiento.
En nuestro equipo de 
Tecnología
, trabajamos con nuestros clientes acompañándolos a afrontar los múltiples desafíos de la transformación digital. Ayudamos a aprovechar el poder de las tecnologías digitales para ser más efectivas, innovadoras y disruptivas.
Actualmente nos encontramos en la búsqueda de un
 Analista de datos experto en reportes 
para formar parte de nuestro equipo de 
Accenture Technology.
Job Description
Creación de reportes y dashboards principalmente en Power BI, realizar análisis básicos respecto a la información.
Qualifications
Job Qualifications:
Formación completa o en curso en Ingenería de Sistemas o carreras afines
Entre 2 y 3 años de experiencia en Data
Conocimientos en ITIL (ideal certificación)
Conocimientos en analítica de datos
Experiencia en automatización de la creación de reportes.
Modalidad Remoto
¡Enfocamos nuestra búsqueda en profesionales flexibles, proactivos, orientados a trabajar en equipo, con ganas de aprender y un espíritu innovador!
Accenture, estamos convencidos de que la diversidad es la fuente más importante de innovación y competitividad para las organizaciones y las economías que la promueven.
Todas las decisiones de Accenture se tomarán sin discriminar por motivos de raza, religión, color, sexo, edad, discapacidad, nacionalidad, orientación sexual, identidad o expresión de género, ni por ninguna otra razón cubierta por la legislación local."
Data Analyst,Kin + Carta,2 weeks ago,172 applicants,"At Kin + Carta, we’ve got opportunities to offer you — for growth, for leadership, for big, world-changing impact and for, dare we say it, fun. We are a global workforce that is committed to building a world that works better for everyone. And that starts with our Kin. That’s why we’re proud of:
The life we create within our virtual walls, every day
Our B Corp certification
Being Great Place to Work certified in all eligible countries
The work we’ve done with some of the world’s most innovative companies
The role
Ideal candidates will have strong quantitative backgrounds and analytical discipline. While they will have some demonstrated ability to write code, they will not have learned programming languages for the sake of building their resume, but rather as a means to express their intellectual curiosity and analytical voice. Kin + Carta will provide a platform and training to help them reach their full potential.
Kin + Carta is looking to hire a Data Analyst to join our growing capabilities team. If you are innovative, passionate about data and AI technologies, and look to continually learn and enjoy sharing expertise, read on!
Due to the sensitive nature of this client project, this role requires you to be onsite in our Bogotá office 5 days a week.
Role responsibilities
Analyze a collection of raw data sets to create meaningful impact to large enterprise clients while maintaining a high degree of scientific rigor and discipline.
Engineer data pipelines and products to help stakeholders make and execute data driven decisions.
Communicate analytical findings in an intuitive and visually compelling way.
Creating highly visual and interactive dashboards via Tableau, PowerBI, or custom web applications
Conducting deep dive analysis and designing KPIs to help guide business decisions and measure success
Engineering data infrastructure, software libraries, and APIs supporting BI and ML data pipelines
Architecting cloud data platform components enabling the above
Building and tracking project timelines, dependences, and risks
Gathering stakeholder requirements and conducting technical due diligence toward designing pragmatic data-driven business solutions
Minimum Qualifications
We want all new hires to succeed in their roles at Kin + Carta. That's why we've outlined the job requirements below. To be considered for this role, it's important that you meet all Minimum Qualifications. If you do not meet all of the Preferred Qualifications, we still encourage you to apply.
Proven industry experience executing data engineering, analytics, and/or data science projects or Bachelors/Masters degree in quantitative studies including Engineering, Mathematics, Statistics, Computer Science or computation-intensive Sciences and Humanities.
Proficiency (can execute data ingestion to insight) in programmatic languages such as SQL, Python, and R.
Preferred Qualifications
Proficiency in visualization/reporting tools such as Tableau and PowerBI or programmatic visualization library such as R ggplot2, Python matplotlib/seaborn/bokeh, Javascript D3.
Proficiency in big data environments and tools such as Spark, Hive, Impala, Pig, etc. 
Proficiency with cloud architecture components (AWS, Azure, Google)
Proficiency with data pipeline software such as Airflow, Luigi, or Prefect
Ability to turn raw data and ambiguous business questions into distilled findings and recommendations for action
Experience with statistical and machine learning libraries along with the ability to apply them appropriately to business problems
Experience leading and managing technical data/analytics/machine learning projects
About Kin + Carta
Kin + Carta is a global digital transformation consultancy committed to working alongside our clients to build a world that works better #ForEveryone. We build digital solutions that connect people, data and technology for some of the world’s most influential companies. As a Certified B Corp, we are committed to Inclusion, Diversity, Equity and Awareness, and our triple bottom line focus of people, the planet and profit.
We strive to create an inclusive environment for all candidates. If you have any specific requirements or need reasonable adjustments to participate in the application or interview process, please let us know at amer.ta.team@kinandcarta.com."
Data Analyst,Project Growth,1 month ago,,"Our client is a dynamic organization that leverages data-driven insights to propel business decisions and enhance operational efficiencies.
They are seeking a 
Metabase Data Analyst
 with foundational SQL knowledge and experience in data visualization and reporting. This role is ideal for someone who is adept at transforming raw data into informative, actionable reports and dashboards using Metabase.
Key Responsibilities:
Data Visualization and Reporting: Develop and maintain dashboards and reports in Metabase to visualize key business metrics clearly and effectively. 
SQL Queries: Utilize basic SQL skills to extract and manipulate data from various sources, ensuring accurate and timely information is available for reporting. 
Data Analysis: Analyze data to identify trends, patterns, and insights that can inform business strategies and decision-making processes. 
Collaboration with Teams: Work closely with different departments to understand their data needs and provide tailored reports that support their specific objectives. 
Data Integrity and Accuracy: Ensure the accuracy and consistency of data reported by implementing quality checks and validation processes. 
Training and Support: Assist other team members in understanding and utilizing Metabase reports and dashboards, providing guidance and support as needed. 
What Success Looks Like:
Effective Data Reporting: You have created a suite of reliable and insightful dashboards and reports in Metabase that are regularly used by the team to make informed decisions. 
Enhanced Data Accessibility: Through your efforts, all relevant stakeholders have easy access to key business metrics that aid in day-to-day and strategic planning. 
Proactive Insights: Your analysis has proactively identified trends and opportunities that have led to actionable business strategies, improving overall efficiency and effectiveness. 
Skills and Qualifications:
Experience with Metabase: Proficiency in using Metabase for creating dashboards and reports. Familiarity with its interface and capabilities is essential. 
SQL Knowledge: Basic knowledge of SQL, with the ability to write queries to extract and analyze data from databases. 
Analytical Skills: Strong analytical skills with a proven ability to interpret large sets of data and translate them into actionable insights. 
Communication Skills: Excellent communication abilities to effectively convey data insights and recommendations to team members and stakeholders. 
Attention to Detail: Keen attention to detail with a commitment to accuracy and quality in all aspects of data reporting and analysis. 
Problem-Solving: Ability to identify issues and inefficiencies in data processes and provide solutions to resolve them effectively. 
This role offers an exciting opportunity for a 
Metabase Data Analyst
 to play a key role in enhancing the data capabilities of a forward-thinking organization. If you are passionate about data visualization, skilled in SQL, and ready to drive change through insightful data analysis, we invite you to apply and join our team in leveraging data to shape strategic decisions and improve business outcomes.
Application Process:
To be considered for this role these steps need to be followed:
Fill in the application form
Record a video showcasing your skill sets
By submitting this application, you agree to share your data and video with our clients and relevant parties for potential job opportunities. 
If ever you want us to delete your information, please reach out to us at 
admin@projectgrowthmarketing.com"
Analista de Datos AWS Power BI,Sophos Solutions,1 week ago,,"Acerca del empleo
Sophos Solutions es una compañía global de soluciones tecnológicas, con operaciones en 14 países alrededor del mundo. Nuestra casa matriz se encuentra en Colombia y contamos con filiales en 6 países incluyendo Colombia, Estados Unidos, México, India, Chile y Panamá. Somos más de 1.500 personas expertas en tecnología, liderando proyectos que están revolucionando la industria y transformando con éxito las instituciones financieras más importantes 🌎
 Funciones del cargo
Tendrás La Oportunidad De
 Recopilar y procesar grandes volúmenes de datos de diversas fuentes.
Realizar análisis estadísticos y exploratorios para identificar patrones y tendencias.
Utilizar herramientas y técnicas de visualización de datos para comunicar los hallazgos de manera clara y efectiva.
Colaborar con otros miembros del equipo para comprender los requisitos del negocio y diseñar soluciones analíticas que agreguen valor.
Utilización de herramientas de base de datos en nube AWS (Aurora, PostgreSQL)
 Requerimientos del cargo
¿Qué requerimos?
Técnico, tecnólogo o profesionales en ingeniería de sistemas o carreras afines
Mínimo 3 años de experiencia en la visualización de datos utilizando Power BI, Power BI report Builder, SAP Crystal o PostgreSQL Aurora.
Mínimo 3 años de experiencia programando con Python
Mínimo 3 años de experiencia realizando diseño de reportes amigables para el usuario final. 
Mínimo 3 años de experiencia analizando grandes volúmenes de datos en un entorno empresarial. 
 Opcionales
 Condiciones
Nosotros Te Ofrecemos 💜
Contrato a término indefinido con fines de semana libres, trabajo remoto, salario justo de acuerdo con tu perfil en el mercado y beneficios extralegales.
Acceso a nuestra propia plataforma de aprendizaje, para que te certifiques en tecnologías o habilidades necesarias para tu crecimiento.
Medicina prepagada.
Carta de beneficios para que elijas los que más te gusten entre las opciones según tus puntos (ej: seguro de mascotas, puntos para restaurantes, tarjetas de regalo, plataforma fit, entre muchos otros)."
